Song,Artist,Genre,Year,added,bpm,energy,dance,dB,liveliness,valence,duration,acousticness,speechiness,popularity
"You, Dear",Eloise,bedroom soul,2019,2020‑05‑29,71,48,71,-8,40,42,187,76,32,54
A Toast and a Spirit,Vacation Manor,hopebeat,2016,2020‑05‑29,128,82,61,-5,14,47,209,1,3,54
Question,Lauv,electropop,2018,2019‑03‑28,122,50,64,-7,12,37,235,44,9,54
The End,Justin Hurwitz,hollywood,2016,2018‑12‑11,90,5,18,-15,5,22,46,92,4,54
coachella,lovelytheband,indie pop,2018,2018‑09‑26,115,65,56,-7,9,29,226,7,3,54
Take Your Time,Vance Joy,folk-pop,2018,2018‑02‑26,115,69,64,-7,17,32,217,40,4,54
Alone with Me,Vance Joy,folk-pop,2018,2018‑02‑26,142,53,63,-6,11,5,267,11,3,54
Lay Me Down,Sam Smith,dance pop,2015,2017‑11‑04,117,30,43,-10,11,15,253,76,4,54
Nothing Left For You,Sam Smith,dance pop,2017,2017‑11‑04,127,30,50,-9,13,21,227,62,4,54
One Day At A Time,Sam Smith,dance pop,2017,2017‑11‑04,129,32,50,-8,11,34,209,78,3,54
Thinking 'Bout You,Dua Lipa,dance pop,2017,2017‑10‑06,91,48,80,-5,15,47,172,9,4,54
Earth,Sleeping At Last,ambient worship,2014,2017‑08‑10,120,37,29,-10,36,25,268,46,3,54
Old Scars / Future Hearts,All Time Low,modern rock,2015,2015‑05‑06,175,97,39,-4,5,50,207,0,17,54
Long Live,Taylor Swift,dance pop,2010,2014‑10‑04,204,68,42,-4,11,14,318,4,3,54
Unkiss Me,Maroon 5,pop,2014,2014‑09‑27,130,60,53,-7,14,11,238,1,3,54
Leaving California,Maroon 5,pop,2014,2014‑09‑27,97,70,50,-6,16,27,203,28,3,54
Berenstein,The Band CAMINO,electropop,2017,2020‑10‑21,135,72,42,-6,21,22,277,1,3,53
Telescope,Cavetown,bedroom pop,2019,2020‑06‑03,105,29,67,-15,33,42,170,79,4,53
I'm Not The Only One,Sam Smith,dance pop,2015,2017‑11‑04,82,47,69,-6,8,48,239,49,3,53
Restart,Sam Smith,dance pop,2015,2017‑11‑04,115,75,76,-6,12,87,233,4,4,53
HIM,Sam Smith,dance pop,2017,2017‑11‑04,85,25,57,-11,24,33,190,59,3,53
Drawn to the Blood,Sufjan Stevens,baroque pop,2015,2017‑11‑01,124,9,55,-22,11,6,198,95,4,53
No Shade in the Shadow of The Cross,Sufjan Stevens,baroque pop,2015,2017‑11‑01,83,12,41,-23,11,35,161,95,3,53
Garden,Dua Lipa,dance pop,2017,2017‑10‑06,152,83,46,-4,14,42,228,0,15,53
Begging,Dua Lipa,dance pop,2017,2017‑10‑06,106,79,68,-5,30,33,194,2,5,53
Dreams,Dua Lipa,dance pop,2017,2017‑10‑06,105,82,73,-5,33,89,220,7,7,53
Bad Together,Dua Lipa,dance pop,2017,2017‑10‑06,104,63,70,-6,47,43,239,1,3,53
Be There,Seafret,folk-pop,2016,2017‑08‑04,180,47,38,-9,11,27,195,4,3,53
Everglow,Coldplay,permanent wave,2016,2017‑06‑24,77,26,39,-9,12,31,302,97,4,53
Somebody to Die For,Hurts,electropop,2013,2014‑10‑22,92,60,43,-8,37,10,276,2,3,53
HEAVEN,Troye Sivan,australian pop,2015,2020‑10‑21,144,73,52,-7,9,33,261,8,13,52
Hate That I Love You,New West,toronto indie,2019,2020‑07‑20,114,30,54,-8,14,18,212,75,3,52
Those Eyes,New West,toronto indie,2019,2020‑07‑20,120,35,60,-8,31,24,221,73,3,52
You Are Gold,The National Parks,acoustic pop,2015,2020‑05‑29,108,13,43,-14,11,16,217,87,3,52
Navy Blue,Hasani,,2016,2020‑05‑29,130,30,56,-15,11,25,164,65,24,52
Just For Tonight,James Bay,modern rock,2018,2018‑06‑03,128,85,55,-4,64,62,216,3,4,52
LAST DANCE,BIGBANG,k-pop,2016,2018‑04‑07,144,67,61,-3,23,30,280,46,5,52
Crashing into You,Vance Joy,folk-pop,2018,2018‑02‑26,105,64,68,-5,8,32,188,54,3,52
Hallelujah Junction: 1st Movement,John Adams,american contemporary classical,2004,2017‑12‑18,116,14,53,-23,19,32,430,98,3,52
Une barque sur l'océan from Miroirs,André Laplante,canadian classical piano,2017,2017‑12‑18,68,11,29,-22,9,3,431,98,4,52
Stay With Me,Sam Smith,dance pop,2015,2017‑11‑04,85,43,56,-6,11,16,173,52,4,52
Omen - Acoustic,Sam Smith,dance pop,2015,2017‑11‑04,101,20,44,-8,10,18,205,97,4,52
Carrie & Lowell,Sufjan Stevens,baroque pop,2015,2017‑11‑01,99,25,55,-23,12,27,195,96,5,52
New Love,Dua Lipa,dance pop,2017,2017‑10‑06,90,62,58,-9,9,34,272,15,4,52
West,Sleeping At Last,ambient worship,2014,2017‑08‑10,142,14,42,-12,11,24,227,93,4,52
Embody Me,Novo Amor,ambient folk,2017,2017‑08‑10,121,26,48,-12,9,15,190,94,3,52
The Lonely Goatherd,Julie Andrews,adult standards,1964,2018‑06‑28,100,26,66,-11,32,56,190,82,5,51
Wanderlust,James Bay,modern rock,2018,2018‑06‑03,152,83,49,-4,8,67,256,23,9,51
Blue Bucket of Gold,Sufjan Stevens,baroque pop,2015,2017‑11‑01,75,9,31,-23,16,12,285,94,3,51
Careless,Vacation Manor,hopebeat,2016,2020‑11‑29,116,78,55,-5,76,52,195,0,4,50
The Love You're Given,Jack Garratt,uk alternative pop,2016,2020‑10‑16,80,48,51,-11,25,10,300,23,8,50
paper thin,Christian French,electropop,2020,2020‑09‑26,124,48,57,-8,17,17,211,6,3,50
I Hear a Symphony,Cody Fry,indie cafe pop,2017,2020‑06‑14,172,24,21,-8,12,39,185,93,3,50
PlantedInMyMind.Memo,Charlie Burg,ann arbor indie,2018,2020‑06‑02,59,11,51,-16,9,51,89,97,4,50
몽중몽; Dream In A Dream,TEN,,2017,2019‑04‑22,102,75,62,-6,30,37,215,4,3,50
Touch,Troye Sivan,australian pop,2014,2018‑06‑08,78,61,51,-8,15,23,217,1,4,50
Fun,Troye Sivan,australian pop,2014,2018‑06‑08,156,79,64,-7,17,58,208,14,7,50
One of These Days,Vance Joy,folk-pop,2018,2018‑02‑26,82,78,55,-5,18,51,176,4,3,50
J'adore Venise,Loredana Bertè,classic italian pop,1982,2017‑12‑18,117,65,70,-10,5,88,256,26,4,50
"Lady, Lady - Remastered",Giorgio Moroder,disco,2011,2017‑12‑18,84,60,53,-7,42,50,255,29,3,50
La La La,Naughty Boy,tropical house,2015,2017‑11‑04,125,59,77,-6,11,24,220,8,3,50
Scars,Sam Smith,dance pop,2017,2017‑11‑04,77,40,57,-10,12,43,184,76,10,50
Room for 2,Dua Lipa,dance pop,2017,2017‑10‑06,76,49,54,-6,13,38,209,40,4,50
Tell Me It's Real,Seafret,folk-pop,2016,2017‑08‑04,152,36,53,-10,12,18,179,84,4,50
What About Now,Daughtry,alternative metal,2006,2015‑04‑26,162,83,36,-3,16,28,250,6,4,50
Atlas,COIN,indie pop,2015,2020‑11‑29,174,77,38,-6,16,56,204,1,7,49
Mr. Hollywood,Joji,alternative r&b,2020,2020‑11‑19,115,44,72,-8,8,25,202,69,4,49
We Don't Eat,James Vincent McMorrow,indie anthem-folk,2011,2020‑10‑21,124,36,44,-12,12,39,294,91,5,49
Everything Has Its Place,Young Mister,hopebeat,2016,2020‑10‑04,80,25,30,-12,9,29,253,72,4,49
thank you for coming,ROLE MODEL,alternative r&b,2019,2020‑09‑26,100,57,71,-7,29,50,165,43,2,49
FOOL,NCT 127,k-pop,2019,2019‑05‑24,115,77,77,-7,4,95,161,3,6,49
Jet Lag,NCT 127,k-pop,2019,2019‑05‑24,191,55,39,-7,21,49,196,50,9,49
9.13,Khalid,alternative r&b,2018,2018‑10‑29,132,45,29,-15,22,59,56,98,5,49
Sixteen Going On Seventeen,Charmian Carr,disney,1964,2018‑06‑28,126,17,50,-14,10,27,197,88,4,49
The Sound of Music,Charmian Carr,disney,1964,2018‑06‑28,87,7,25,-20,10,16,131,95,4,49
"So Long, Farewell",Charmian Carr,disney,1964,2018‑06‑28,82,17,44,-15,13,37,173,82,5,49
Gasoline,Troye Sivan,australian pop,2014,2018‑06‑08,160,60,57,-8,8,25,206,0,10,49
Wasted On Each Other,James Bay,modern rock,2018,2018‑06‑03,96,79,61,-3,5,46,238,20,4,49
I Found You,James Bay,modern rock,2018,2018‑06‑03,91,68,33,-5,43,35,306,24,15,49
Leave Your Lover,Sam Smith,dance pop,2015,2017‑11‑04,143,26,45,-9,11,42,188,95,4,49
Like I Can,Sam Smith,dance pop,2015,2017‑11‑04,100,60,66,-7,11,54,167,36,4,49
Not In That Way,Sam Smith,dance pop,2015,2017‑11‑04,75,15,38,-13,13,30,172,93,3,49
Atlas: Heart,Sleeping At Last,ambient worship,2017,2017‑08‑12,133,25,42,-13,14,14,214,82,3,49
I'll Keep You Safe,Sleeping At Last,ambient worship,2014,2017‑08‑10,140,44,33,-10,8,15,271,88,3,49
Honest,Kodaline,irish pop,2015,2015‑04‑26,155,76,39,-6,17,32,219,0,5,49
If These Sheets Were States,All Time Low,modern rock,2012,2014‑10‑04,175,98,42,-4,31,57,199,0,7,49
She Tastes Like Summer,Spilt Milk Society,birmingham indie,2017,2020‑12‑16,114,46,33,-11,36,8,216,11,4,48
1983,Weathers,modern alternative rock,2018,2020‑12‑10,164,82,49,-4,9,65,194,2,5,48
Headspace,Thomston,etherpop,2016,2020‑10‑21,100,58,70,-9,8,41,231,60,24,48
Yung Luv,Andrelli,swedish pop,2018,2020‑10‑04,174,55,63,-8,7,54,210,22,5,48
Drop The Game,Flume,australian dance,2014,2020‑09‑26,79,67,56,-5,17,44,222,59,5,48
The Sum Of All Things,Gavin Luke,background music,2018,2019‑02‑25,140,30,56,-16,10,5,170,96,4,48
Salem's Interlude,Khalid,alternative r&b,2018,2018‑10‑29,81,49,48,-12,15,46,82,96,16,48
In My Head,James Bay,modern rock,2018,2018‑06‑03,108,65,64,-6,55,59,187,5,9,48
Bonnie & Clyde,Vance Joy,folk-pop,2018,2018‑02‑26,118,61,72,-5,10,41,194,89,4,48
Latch - Live From Madison Square Garden,Sam Smith,dance pop,2015,2017‑11‑04,122,71,44,-6,93,10,487,57,8,48
Money On My Mind,Sam Smith,dance pop,2015,2017‑11‑04,134,85,65,-5,24,71,193,20,16,48
You Are Enough,Sleeping At Last,ambient worship,2014,2017‑08‑10,118,50,59,-9,8,47,180,71,3,48
Sun,Sleeping At Last,ambient worship,2014,2017‑08‑10,152,32,33,-11,11,4,277,77,3,48
Venus,Sleeping At Last,ambient worship,2014,2017‑08‑10,135,41,41,-11,10,33,201,68,3,48
Arctic,Sleeping At Last,ambient worship,2014,2017‑08‑10,81,37,8,-12,14,4,292,38,3,48
The Wolf and the Moon,BrunuhVille,epicore,2014,2016‑01‑10,180,79,30,-10,7,21,239,64,5,48
Just Tonight,The Pretty Reckless,alternative metal,2010,2014‑10‑25,164,96,27,-3,9,36,168,0,11,48
"Oh, Calamity!",All Time Low,modern rock,2013,2014‑10‑06,157,90,52,-5,9,56,226,1,4,48
Looking for Some Light,Colony House,indie cafe pop,2020,2020‑11‑15,103,66,45,-8,9,16,212,0,3,47
Heaven,Cheat Codes,dance pop,2020,2020‑09‑26,128,76,61,-5,10,53,207,2,5,47
Some Samurai,TOLEDO,brooklyn indie,2019,2020‑05‑29,126,68,47,-8,7,50,294,20,3,47
Sing of the Moon,The Collection,indie folk,2017,2019‑02‑12,81,33,32,-9,12,10,246,69,3,47
Maria,Evadne Baker,,1964,2018‑06‑28,108,24,57,-13,25,62,197,89,14,47
Fade Out,James Bay,modern rock,2018,2018‑06‑03,87,50,68,-6,16,71,233,23,6,47
Le jardin féerique from Ma mère l'Oye,Valeria Szervánszky,hungarian classical piano,2017,2017‑12‑18,57,1,53,-20,6,7,182,99,8,47
I've Told You Now,Sam Smith,dance pop,2015,2017‑11‑04,86,37,66,-8,9,19,210,69,3,47
Stay With Me - Radio Edit,Sam Smith,dance pop,2015,2017‑11‑04,85,41,55,-6,11,11,173,53,4,47
Life Support,Sam Smith,dance pop,2015,2017‑11‑04,120,47,43,-7,14,23,173,45,3,47
Mercury,Sleeping At Last,ambient worship,2014,2017‑08‑10,125,29,27,-11,12,13,213,56,4,47
Jupiter,Sleeping At Last,ambient worship,2014,2017‑08‑10,145,35,23,-12,13,21,256,89,3,47
To the Sea (feat. Rosie Carney),Seafret,folk-pop,2016,2017‑08‑04,118,28,64,-10,12,32,198,78,3,47
House Key,Scott Helman,canadian folk,2017,2017‑05‑14,80,33,66,-9,12,44,205,35,5,47
Time,Mikky Ekko,acoustic pop,2015,2015‑04‑26,122,28,48,-12,11,15,254,26,3,47
Warriors,Imagine Dragons,modern rock,2014,2014‑10‑11,78,85,36,-6,25,37,171,9,6,47
Pretend It's OK,Little Mix,dance pop,2012,2014‑10‑06,173,81,40,-4,21,57,227,10,5,47
The Night,HONNE,pop,2016,2020‑09‑26,140,56,67,-6,18,40,302,20,4,46
Save Me,Saint Motel,indie pop,2019,2020‑09‑26,154,67,42,-6,27,45,246,2,4,46
Flying,Cody Fry,indie cafe pop,2017,2020‑05‑30,138,20,51,-11,8,15,238,97,3,46
All Because of You,Stephen Day,indie cafe pop,2019,2020‑05‑29,59,18,43,-13,11,25,238,80,3,46
delicate creature,iogi,israeli indie,2018,2020‑05‑29,95,58,84,-6,7,87,273,22,3,46
Prelude and The Sound Of Music,Irwin Kostal,hollywood,1964,2018‑06‑28,141,22,26,-15,37,15,165,81,4,46
Where We Start,Vance Joy,folk-pop,2018,2018‑02‑26,120,38,66,-6,12,19,200,88,3,46
Good Thing,Sam Smith,dance pop,2015,2017‑11‑04,130,32,62,-11,30,26,201,66,4,46
Uranus,Sleeping At Last,ambient worship,2014,2017‑08‑10,77,22,11,-18,6,4,260,87,4,46
Uneven Odds,Sleeping At Last,ambient worship,2014,2017‑08‑10,125,30,27,-10,13,15,341,88,3,46
Moon,Sleeping At Last,ambient worship,2014,2017‑08‑10,120,15,24,-18,9,4,241,80,4,46
Ripple Effect,Scott Helman,canadian folk,2017,2017‑05‑14,88,65,73,-6,11,53,202,81,5,46
Cinderblock Garden,All Time Low,modern rock,2015,2015‑04‑30,158,97,49,-4,20,59,216,1,11,46
i like the way,lovelytheband,indie pop,2018,2018‑09‑26,124,72,66,-6,8,81,180,1,3,45
I Have Confidence,Julie Andrews,adult standards,1964,2018‑06‑28,73,27,54,-12,55,43,206,80,7,45
Edelweiss (reprise),Julie Andrews,adult standards,1964,2018‑06‑28,76,14,32,-15,9,25,109,93,4,45
Little Boy,Vance Joy,folk-pop,2018,2018‑02‑26,112,54,68,-7,11,36,203,90,4,45
M.A.Y. in the Backyard,Ryuichi Sakamoto,anime score,2017,2017‑12‑18,104,15,73,-14,10,60,265,97,5,45
"Zion hört die Wächter singen (From ""Cantata Wachet auf, ruft uns die Stimme"", BWV 140)",Alessio Bax,classical piano,2017,2017‑12‑18,122,10,43,-19,10,40,310,99,4,45
Germination,Ryuichi Sakamoto,anime score,2017,2017‑12‑18,81,7,44,-19,8,33,129,99,5,45
Mars,Sleeping At Last,ambient worship,2014,2017‑08‑10,155,49,30,-11,7,19,238,63,4,45
Pacific,Sleeping At Last,ambient worship,2014,2017‑08‑10,117,11,23,-14,20,5,177,98,4,45
Atlantic,Sleeping At Last,ambient worship,2014,2017‑08‑10,103,31,26,-11,10,12,395,93,3,45
Missing,Seafret,folk-pop,2016,2017‑08‑04,152,75,43,-7,10,15,208,16,5,45
PDA,Scott Helman,canadian folk,2017,2017‑05‑14,110,80,78,-5,8,83,214,14,4,45
Hold My Hand,Sean Paul,dance pop,2010,2015‑01‑15,174,65,68,-3,26,36,206,16,19,45
Asos Model Crush,dné,czech electronic,2016,2020‑10‑21,123,33,64,-10,11,6,148,81,6,44
Someone New,Yøuth,hopebeat,2017,2019‑09‑11,113,33,55,-9,10,28,249,68,4,44
Laendler,Irwin Kostal,hollywood,1964,2018‑06‑28,134,13,50,-12,57,60,145,67,4,44
My Favorite Things (Reprise),Julie Andrews,adult standards,1964,2018‑06‑28,107,10,49,-15,28,48,75,96,5,44
Sonatine bureaucratique,Frank Glazer,american classical piano,2017,2017‑12‑18,129,20,42,-21,14,38,225,99,4,44
E' la vita,Marco Armani,classic italian pop,1999,2017‑12‑18,82,43,69,-10,6,47,248,8,3,44
"My Love (feat. Major Lazer, WizKid, Dua Lipa) - Major Lazer VIP Remix",Wale,dance pop,2017,2017‑10‑06,119,87,66,-3,29,53,227,4,9,44
Pluto,Sleeping At Last,ambient worship,2014,2017‑08‑10,150,49,47,-10,10,52,227,61,3,44
Breathe,Seafret,folk-pop,2016,2017‑08‑04,89,55,57,-7,16,12,190,16,3,44
Cry Cry Cry,Scott Helman,canadian folk,2014,2015‑07‑11,105,87,63,-5,15,61,198,14,8,44
The Edge Of Tonight,All Time Low,modern rock,2015,2015‑04‑30,135,90,52,-5,11,43,231,0,5,44
Heaven In Our Headlights,Hedley,canadian pop,2013,2014‑10‑05,120,90,52,-5,29,47,189,1,6,44
Push For Yellow (Shelter),Valley,electropop,2019,2020‑10‑04,118,66,57,-9,18,21,244,2,4,43
Climb Ev'ry Mountain,Peggy Wood,,1964,2018‑06‑28,83,30,16,-12,22,19,135,85,4,43
Something Good,Julie Andrews,adult standards,1964,2018‑06‑28,82,8,23,-22,12,17,196,95,4,43
Bad Blood,Sleeping At Last,ambient worship,2014,2017‑08‑10,117,40,27,-9,35,21,294,67,4,43
Overture,Sleeping At Last,ambient worship,2014,2017‑08‑10,98,39,37,-12,31,48,228,86,4,43
Woodwork,Sleeping At Last,ambient worship,2014,2017‑08‑10,87,43,19,-10,8,7,236,55,4,43
Heirloom,Sleeping At Last,ambient worship,2014,2017‑08‑10,97,62,51,-10,12,46,230,31,4,43
Out of Nowhere,Seafret,folk-pop,2016,2017‑08‑04,123,66,73,-7,15,17,156,7,3,43
i don't need to understand,Uly,irish indie,2020,2020‑12‑11,91,30,74,-18,37,69,147,81,4,42
Paper Plane,NCT 127,k-pop,2019,2019‑05‑24,120,67,67,-8,18,79,224,3,6,42
pity party,lovelytheband,indie pop,2018,2018‑09‑26,122,56,73,-7,23,85,191,18,6,42
stupid mistakes,lovelytheband,indie pop,2018,2018‑09‑26,129,71,70,-7,23,53,234,13,3,42
Overture and Preludium (Dixit Dominus),Irwin Kostal,hollywood,1964,2018‑06‑28,68,21,26,-14,33,15,194,83,3,42
In the Embers,Sleeping At Last,ambient worship,2014,2017‑08‑10,133,21,40,-13,7,32,238,96,4,42
East,Sleeping At Last,ambient worship,2014,2017‑08‑10,129,30,54,-12,9,32,279,90,3,42
Indian,Sleeping At Last,ambient worship,2014,2017‑08‑10,70,44,15,-13,30,13,236,95,3,42
Southern,Sleeping At Last,ambient worship,2014,2017‑08‑10,140,23,44,-16,12,19,264,98,3,42
Skimming Stones,Seafret,folk-pop,2016,2017‑08‑04,131,60,56,-6,19,28,216,15,4,42
Le Velo Pour Deux,The Brobecks,modern rock,2009,2017‑06‑08,108,50,49,-14,11,41,237,1,3,42
Come What May (Glee Cast Version),Glee Cast,glee club,2014,2016‑08‑19,67,21,13,-13,15,7,210,80,4,42
Safe in My Hands,Eli Lieb,,2014,2015‑05‑19,118,70,52,-7,14,39,201,26,3,42
Sinking Ship,Seafret,folk-pop,2015,2020‑10‑21,79,43,56,-9,10,13,211,89,3,41
Learning How to Love,Colony House,indie cafe pop,2014,2020‑10‑21,165,63,38,-6,11,39,214,23,4,41
alone time,lovelytheband,indie pop,2018,2018‑09‑26,122,61,50,-11,12,26,232,29,7,41
Entr'acte,Irwin Kostal,hollywood,1964,2018‑06‑28,92,33,33,-11,28,33,126,81,3,41
Sixteen Going On Seventeen (reprise),Julie Andrews,adult standards,1964,2018‑06‑28,90,10,39,-20,16,13,184,79,4,41
Do-Re-Mi (reprise),Julie Andrews,adult standards,1964,2018‑06‑28,145,56,33,-14,75,89,78,93,39,41
"So Long, Farewell (Reprise)",Julie Andrews,adult standards,1964,2018‑06‑28,130,26,54,-15,97,63,117,84,14,41
Climb Ev'ry Mountain (reprise),Chorus & Orchestra,,1964,2018‑06‑28,75,26,11,-12,33,35,80,89,3,41
Sugar Drunk High,James Bay,modern rock,2018,2018‑06‑03,121,80,64,-3,16,45,220,1,12,41
Stand Up,James Bay,modern rock,2018,2018‑06‑03,150,60,33,-7,12,21,299,38,8,41
South,Sleeping At Last,ambient worship,2014,2017‑08‑10,85,13,47,-15,12,30,244,91,5,41
Imaginary Parties,Superfruit,dance pop,2017,2017‑08‑09,178,71,62,-4,14,60,195,4,22,41
Oasis,A Great Big World,indiecoustica,2015,2017‑03‑23,134,70,58,-5,25,35,204,2,3,41
Velvet,BADBADNOTGOOD,alternative hip hop,2015,2020‑09‑26,119,58,51,-9,11,53,218,12,4,40
Viola,Augustine,swedish indie pop,2019,2020‑05‑29,120,64,74,-7,8,44,232,17,4,40
your whatever,lovelytheband,indie pop,2018,2018‑09‑26,112,54,48,-11,19,30,194,44,5,40
emotion,lovelytheband,indie pop,2018,2018‑09‑26,133,80,68,-7,5,67,219,1,4,40
Morning Hymn and Alleluia,Annalee,,1964,2018‑06‑28,137,10,24,-20,13,6,122,99,4,40
Processional And Maria (The Wedding),Evadne Baker,,1964,2018‑06‑28,101,27,38,-9,23,23,146,38,3,40
The Projectionist,Sleeping At Last,ambient worship,2014,2017‑08‑10,125,40,29,-10,10,27,237,52,3,40
Bad 4 Us,Superfruit,dance pop,2017,2017‑08‑09,110,86,72,-4,16,91,227,2,3,40
All I Need,Cape Cub,north east england indie,2016,2020‑10‑04,135,88,53,-6,30,46,225,1,5,39
Five Miles High,New West,toronto indie,2020,2020‑09‑26,140,58,53,-5,15,36,213,51,3,39
everything I could never say...to you,lovelytheband,indie pop,2018,2018‑09‑26,158,48,54,-11,12,23,346,29,3,39
Over,Seafret,folk-pop,2016,2017‑08‑04,172,59,47,-8,11,37,224,16,4,39
Overtime,Seafret,folk-pop,2016,2017‑08‑04,108,45,61,-8,12,35,179,54,3,39
Call Me,Cautious Clay,alternative r&b,2018,2021‑01‑07,80,46,69,-13,10,50,182,36,5,38
Beach Boy,Knox Hamilton,arkansas indie,2018,2020‑05‑29,129,90,63,-4,23,43,227,0,3,38
Messages From Her,Sabrina Claudio,alternative r&b,2018,2019‑01‑27,126,43,38,-7,11,10,290,80,5,38
Beauty on the Breeze,Seafret,folk-pop,2016,2017‑08‑04,154,69,58,-5,13,22,161,21,4,38
There's a Light,Seafret,folk-pop,2016,2017‑08‑04,94,80,57,-6,30,52,222,5,3,38
Oceans - BBC Live Version,Seafret,folk-pop,2016,2017‑08‑04,135,31,49,-10,11,16,209,82,4,38
Kinda Complicated,Scott Helman,canadian folk,2017,2017‑05‑14,142,72,47,-5,9,62,181,8,5,38
By My Side,Leroy Sanchez,channel pop,2015,2016‑05‑28,121,71,68,-4,9,21,275,11,5,38
This Could Be,Joel Ansett,christian indie,2019,2020‑09‑08,110,32,58,-10,11,25,230,74,3,37
OUTRO: WE ARE 127,NCT 127,k-pop,2019,2019‑05‑24,75,56,59,-12,25,51,87,7,46,37
make believe,lovelytheband,indie pop,2018,2018‑09‑26,140,83,73,-7,38,72,226,25,7,37
End Titles,Irwin Kostal,hollywood,1964,2018‑06‑28,164,40,14,-8,24,55,38,78,3,37
The Fault In Our Stars (MMXIV),Troye Sivan,australian pop,2014,2018‑06‑08,75,47,52,-9,14,34,193,63,3,37
Down,Mat Kearney,acoustic pop,2011,2015‑04‑30,152,88,51,-4,10,79,240,0,3,37
End Of All Time,Stars of Track and Field,,2009,2015‑04‑26,136,67,43,-7,43,20,216,2,3,37
Watery Brain,Valley,electropop,2019,2020‑10‑04,99,48,40,-11,8,7,248,21,6,36
Underground - Live,Cory Wong,instrumental funk,2020,2020‑05‑29,124,26,36,-12,70,34,193,67,4,36
walk from here,lovelytheband,indie pop,2018,2018‑09‑26,107,80,64,-7,13,69,202,27,4,36
Interlude,James Bay,modern rock,2018,2018‑06‑03,84,51,58,-17,34,5,62,29,74,36
Lili's Dream,Alexandre Desplat,compositional ambient,2015,2018‑05‑15,74,7,12,-23,11,4,324,94,3,36
21 Days,Scott Helman,canadian folk,2017,2017‑05‑14,146,60,64,-8,10,19,216,52,3,36
Soundwave,Trevor Guthrie,canadian pop,2014,2016‑01‑02,130,79,51,-4,12,46,238,1,4,36
Wicked Way,Benjamin Taylor,,2008,2015‑05‑06,122,36,78,-11,9,69,148,84,3,36
SWIM HOME,Cautious Clay,alternative r&b,2019,2020‑08‑03,134,53,62,-10,18,39,186,42,4,35
Intro,James Bay,modern rock,2018,2018‑06‑03,97,82,41,-13,28,9,60,34,36,35
Worth It (Perfect),Superfruit,dance pop,2017,2017‑08‑09,96,47,66,-7,8,33,178,1,13,35
9 to 5,Harrison Brome,canadian contemporary r&b,2018,2020‑09‑26,168,45,72,-12,10,24,217,55,22,34
filling a void - interlude,lovelytheband,indie pop,2018,2018‑09‑26,215,11,22,-15,12,16,70,94,4,34
Robert Wise Interview,Robert Wise,,1964,2018‑06‑28,89,13,61,-23,26,84,323,84,88,34
Aggression,Alexandre Desplat,compositional ambient,2015,2018‑05‑15,128,9,21,-19,10,4,216,94,4,34
Lili's Death,Alexandre Desplat,compositional ambient,2015,2018‑05‑15,104,5,20,-21,9,4,284,97,4,34
Future Friends,Superfruit,dance pop,2017,2017‑08‑09,111,65,76,-5,7,57,203,15,16,34
Sideways,Wrabel,australian pop,2014,2020‑10‑21,129,51,53,-7,9,31,203,21,4,33
Love Dance,Cirque du Soleil,circus,2005,2017‑06‑28,139,20,19,-12,10,10,214,66,3,33
Carried Away - Tiësto Remix,Passion Pit,alternative dance,2013,2014‑09‑25,128,70,71,-5,10,34,288,0,8,33
finding it hard to smile,lovelytheband,indie pop,2018,2018‑09‑26,158,23,57,-13,7,29,79,27,3,32
The Mirror,Alexandre Desplat,compositional ambient,2015,2018‑05‑15,76,11,7,-16,26,4,237,51,4,32
Sexy Ladies,Superfruit,dance pop,2017,2017‑08‑09,100,78,71,-4,14,90,216,7,6,32
Years Ago,New West,toronto indie,2020,2020‑07‑20,84,47,53,-7,5,36,195,55,3,31
Richard Rodgers Interview,Richard Rodgers,broadway,1964,2018‑06‑28,112,19,69,-23,21,57,329,67,93,31
Charmian Carr Interview,Charmian Carr,disney,1964,2018‑06‑28,95,8,69,-21,26,53,307,64,71,31
Lovely (A Tribute to Her's),Swede and Skogen,,2019,2020‑05‑29,117,38,74,-11,16,58,234,45,8,30
Gaslight,Scott Helman,canadian folk,2017,2017‑05‑14,142,77,54,-5,12,53,218,6,7,30
Watching Ulla,Alexandre Desplat,compositional ambient,2015,2018‑05‑15,56,5,24,-34,10,4,127,97,4,29
Schizophrenia,Alexandre Desplat,compositional ambient,2015,2018‑05‑15,154,30,12,-17,11,8,122,94,3,29
Saturn,Sleeping At Last,ambient worship,2013,2017‑08‑22,145,23,17,-14,10,4,289,64,4,29
Heartthrob,Superfruit,dance pop,2017,2017‑08‑09,110,69,73,-6,9,94,179,8,5,29
Chinese Restaurant,Scott Helman,canadian folk,2017,2017‑05‑14,115,67,76,-5,9,60,181,2,4,29
Gerda,Alexandre Desplat,compositional ambient,2015,2018‑05‑15,139,10,15,-25,8,6,119,98,3,28
To Dresden,Alexandre Desplat,compositional ambient,2015,2018‑05‑15,75,15,11,-18,8,4,142,95,4,28
O Makunde,Cirque du Soleil,circus,2005,2017‑06‑28,110,26,46,-13,33,4,187,78,3,28
Kites,Scott Helman,canadian folk,2017,2017‑05‑14,130,88,68,-4,7,63,192,2,4,28
As We Go Along,The Monkees,beatlesque,1968,2020‑10‑21,113,32,54,-13,13,37,233,60,4,27
